Date,Name,Agg,Detail,ISO3,ISO,COD
2012/12/24,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2012/10/13,Afghanistan,Homicide,,AFG,AF,Homicide
2012/10/05,Afghanistan,Homicide,,AFG,AF,Homicide
2012/09/29,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2012/08/08,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2012/08/08,Afghanistan,Homicide,,AFG,AF,Homicide
2012/08/07,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2012/07/23,Afghanistan,Homicide,,AFG,AF,Homicide
2012/07/22,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2012/07/22,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2012/06/19,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2012/06/01,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2012/05/05,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2012/04/18,Afghanistan,Suicide,,AFG,AF,Suicide
2012/04/16,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2012/01/16,Afghanistan,Air Accident,,AFG,AF,Air Accident
2012/01/16,Afghanistan,Air Accident,,AFG,AF,Air Accident
2012/01/16,Afghanistan,Air Accident,,AFG,AF,Air Accident
2011/12/11,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/12/06,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/10/29,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/10/29,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/10/29,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/10/29,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/10/29,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/10/29,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/10/29,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/09/25,Afghanistan,Homicide,,AFG,AF,Homicide
2011/09/05,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/07/30,Afghanistan,Vehicle Accident,Auto,AFG,AF,Vehicle Accident - Auto
2011/07/27,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/07/09,Afghanistan,Homicide,,AFG,AF,Homicide
2011/06/04,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/04/28,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/04/27,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/02/07,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/09/07,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/09/06,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/09/06,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/09/06,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/09/06,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/08/05,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/08/05,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/08/05,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/08/05,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/08/05,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/08/05,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/07/29,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/07/20,Afghanistan,Homicide,,AFG,AF,Homicide
2010/07/20,Afghanistan,Homicide,,AFG,AF,Homicide
2010/07/10,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/06/17,Afghanistan,Suicide,,AFG,AF,Suicide
2010/06/07,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/05/19,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2010/05/17,Afghanistan,Air Accident,,AFG,AF,Air Accident
2009/12/24,Afghanistan,Vehicle Accident,Auto,AFG,AF,Vehicle Accident - Auto
2009/12/06,Afghanistan,Drug-Related,,AFG,AF,Drug-Related
2009/11/17,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2009/10/28,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2009/09/20,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2009/08/20,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2009/08/16,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2009/08/15,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2009/08/15,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2009/08/13,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2009/07/19,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2009/07/04,Afghanistan,Vehicle Accident,Auto,AFG,AF,Vehicle Accident - Auto
2009/06/13,Afghanistan,Drug-Related,,AFG,AF,Drug-Related
2008/08/13,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2005/06/25,Afghanistan,Suicide,,AFG,AF,Suicide
2005/06/01,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2005/04/23,Afghanistan,Vehicle Accident,Auto,AFG,AF,Vehicle Accident - Auto
2005/04/06,Afghanistan,Air Accident,,AFG,AF,Air Accident
2005/04/06,Afghanistan,Air Accident,,AFG,AF,Air Accident
2005/04/06,Afghanistan,Air Accident,,AFG,AF,Air Accident
2005/02/03,Afghanistan,Air Accident,,AFG,AF,Air Accident
2005/02/03,Afghanistan,Air Accident,,AFG,AF,Air Accident
2005/02/03,Afghanistan,Air Accident,,AFG,AF,Air Accident
2005/02/03,Afghanistan,Air Accident,,AFG,AF,Air Accident
2005/02/03,Afghanistan,Air Accident,,AFG,AF,Air Accident
2005/02/03,Afghanistan,Air Accident,,AFG,AF,Air Accident
2004/11/27,Afghanistan,Air Accident,,AFG,AF,Air Accident
2004/11/27,Afghanistan,Air Accident,,AFG,AF,Air Accident
2004/11/27,Afghanistan,Air Accident,,AFG,AF,Air Accident
2004/11/27,Afghanistan,Air Accident,,AFG,AF,Air Accident
2004/10/23,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2004/08/29,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2004/08/29,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2004/08/29,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2003/10/25,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2003/10/25,Afghanistan,Terrorist Action,,AFG,AF,Terrorist Action
2011/12/17,Albania,Vehicle Accident,Auto,ALB,AL,Vehicle Accident - Auto
2010/06/22,Albania,Vehicle Accident,Auto,ALB,AL,Vehicle Accident - Auto
2010/06/22,Albania,Vehicle Accident,Auto,ALB,AL,Vehicle Accident - Auto
2005/01/01,Algeria,Suicide,,DZA,DZ,Suicide
2011/12/12,Angola,Drowning,,AGO,AO,Drowning
2007/01/12,Angola,Homicide,,AGO,AO,Homicide
2005/12/20,Angola,Suicide,,AGO,AO,Suicide
2006/04/19,Antigua and Barbuda,Other Accident,,ATG,AG,Other Accident
2012/08/18,Argentina,Suicide,,ARG,AR,Suicide
2012/02/18,Argentina,Suicide,,ARG,AR,Suicide
2011/03/21,Argentina,Drowning,,ARG,AR,Drowning
2011/03/21,Argentina,Drowning,,ARG,AR,Drowning
2010/12/27,Argentina,Drowning,,ARG,AR,Drowning
2010/07/09,Argentina,Drowning,,ARG,AR,Drowning
2010/02/09,Argentina,Vehicle Accident,Auto,ARG,AR,Vehicle Accident - Auto
2010/01/31,Argentina,Suicide,,ARG,AR,Suicide
2009/10/16,Argentina,Suicide,,ARG,AR,Suicide
2009/04/13,Argentina,Suicide,,ARG,AR,Suicide
2009/03/08,Argentina,Other Accident,,ARG,AR,Other Accident
2009/03/08,Argentina,Other Accident,,ARG,AR,Other Accident
2009/01/25,Argentina,Vehicle Accident,Auto,ARG,AR,Vehicle Accident - Auto
2009/01/25,Argentina,Vehicle Accident,Auto,ARG,AR,Vehicle Accident - Auto
2009/01/02,Argentina,Suicide,,ARG,AR,Suicide
2008/07/16,Argentina,Drowning,,ARG,AR,Drowning
2008/06/21,Argentina,Vehicle Accident,Auto,ARG,AR,Vehicle Accident - Auto
2007/12/03,Argentina,Suicide,,ARG,AR,Suicide
2007/10/12,Argentina,Other Accident,,ARG,AR,Other Accident
2007/10/10,Argentina,Vehicle Accident,Auto,ARG,AR,Vehicle Accident - Auto
2007/04/06,Argentina,Other Accident,,ARG,AR,Other Accident
2007/01/09,Argentina,Drowning,River,ARG,AR,Drowning - River
2006/04/23,Argentina,Vehicle Accident,Auto,ARG,AR,Vehicle Accident - Auto
2006/03/06,Argentina,Vehicle Accident,Auto,ARG,AR,Vehicle Accident - Auto
2006/01/22,Argentina,Other Accident,,ARG,AR,Other Accident
2005/12/02,Argentina,Train Accident,,ARG,AR,Train Accident
2005/10/17,Argentina,Other Accident,,ARG,AR,Other Accident
2005/07/23,Argentina,Vehicle Accident,Auto,ARG,AR,Vehicle Accident - Auto
2004/09/14,Argentina,Other Accident,,ARG,AR,Other Accident
2004/02/04,Argentina,Other Accident,,ARG,AR,Other Accident
2003/08/27,Argentina,Vehicle Accident,Auto,ARG,AR,Vehicle Accident - Auto
2003/06/03,Argentina,Homicide,,ARG,AR,Homicide
2003/03/09,Argentina,Other Accident,,ARG,AR,Other Accident
2003/03/04,Argentina,Drowning,,ARG,AR,Drowning
2012/07/17,Armenia,Other Accident,,ARM,AM,Other Accident
2011/08/03,Armenia,Vehicle Accident,Pedestrian,ARM,AM,Vehicle Accident - Pedestrian
2010/10/03,Armenia,Vehicle Accident,Auto,ARM,AM,Vehicle Accident - Auto
2009/04/25,Armenia,Homicide,,ARM,AM,Homicide
2004/05/17,Armenia,Homicide,,ARM,AM,Homicide
2012/08/06,Aruba,Drowning,,ABW,AW,Drowning
2012/07/04,Aruba,Drowning,,ABW,AW,Drowning
2006/10/04,Aruba,Drowning,,ABW,AW,Drowning
2006/06/08,Aruba,Vehicle Accident,Auto,ABW,AW,Vehicle Accident - Auto
2005/03/12,Aruba,Drug-Related,,ABW,AW,Drug-Related
2005/02/08,Aruba,Drowning,,ABW,AW,Drowning
2005/01/26,Aruba,Other Accident,,ABW,AW,Other Accident
2004/07/12,Aruba,Drowning,,ABW,AW,Drowning
2004/07/12,Aruba,Drowning,,ABW,AW,Drowning
2003/07/06,Aruba,Other Accident,,ABW,AW,Other Accident
2012/12/08,Australia,Drowning,,AUS,AU,Drowning
2012/08/26,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2012/08/22,Australia,Other Accident,,AUS,AU,Other Accident
2012/08/18,Australia,Drug-Related,,AUS,AU,Drug-Related
2012/04/04,Australia,Drug-Related,,AUS,AU,Drug-Related
2012/02/09,Australia,Drowning,,AUS,AU,Drowning
2012/02/04,Australia,Air Accident,,AUS,AU,Air Accident
2012/01/12,Australia,Suicide,,AUS,AU,Suicide
2011/11/13,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2011/11/09,Australia,Suicide,,AUS,AU,Suicide
2011/10/22,Australia,Maritime Accident,,AUS,AU,Maritime Accident
2011/08/04,Australia,Homicide,,AUS,AU,Homicide
2011/07/05,Australia,Suicide,,AUS,AU,Suicide
2011/04/21,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2011/04/05,Australia,Other Accident,,AUS,AU,Other Accident
2010/12/10,Australia,Drowning,,AUS,AU,Drowning
2010/11/03,Australia,Suicide,,AUS,AU,Suicide
2010/10/20,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2010/08/27,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2010/08/01,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2010/07/30,Australia,Other Accident,,AUS,AU,Other Accident
2010/05/13,Australia,Drowning,,AUS,AU,Drowning
2010/05/12,Australia,Vehicle Accident,Bus,AUS,AU,Vehicle Accident - Bus
2010/05/06,Australia,Vehicle Accident,Train,AUS,AU,Vehicle Accident - Train
2010/04/19,Australia,Suicide,,AUS,AU,Suicide
2010/04/04,Australia,Disaster,,AUS,AU,Disaster
2010/03/25,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2010/03/21,Australia,Suicide,,AUS,AU,Suicide
2010/02/22,Australia,Suicide,,AUS,AU,Suicide
2010/02/12,Australia,Vehicle Accident,Pedestrian,AUS,AU,Vehicle Accident - Pedestrian
2010/01/22,Australia,Homicide,,AUS,AU,Homicide
2009/12/16,Australia,Suicide,,AUS,AU,Suicide
2009/12/04,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2009/12/02,Australia,Suicide,,AUS,AU,Suicide
2009/10/08,Australia,Suicide,,AUS,AU,Suicide
2009/08/18,Australia,Air Accident,,AUS,AU,Air Accident
2009/07/08,Australia,Drowning,,AUS,AU,Drowning
2009/06/15,Australia,Other Accident,,AUS,AU,Other Accident
2009/06/06,Australia,Drowning,,AUS,AU,Drowning
2009/04/10,Australia,Suicide,,AUS,AU,Suicide
2009/02/07,Australia,Disaster,,AUS,AU,Disaster
2008/12/04,Australia,Suicide,,AUS,AU,Suicide
2008/10/31,Australia,Suicide,,AUS,AU,Suicide
2008/02/11,Australia,Other Accident,,AUS,AU,Other Accident
2008/01/07,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2007/11/12,Australia,Drowning,,AUS,AU,Drowning
2007/09/23,Australia,Suicide,,AUS,AU,Suicide
2007/09/10,Australia,Suicide,,AUS,AU,Suicide
2007/09/01,Australia,Suicide,,AUS,AU,Suicide
2007/03/01,Australia,Suicide,,AUS,AU,Suicide
2007/02/19,Australia,Vehicle Accident,Motorcycle,AUS,AU,Vehicle Accident - Motorcycle
2007/02/18,Australia,Suicide,,AUS,AU,Suicide
2007/02/18,Australia,Vehicle Accident,Motorcycle,AUS,AU,Vehicle Accident - Motorcycle
2007/02/09,Australia,Homicide,,AUS,AU,Homicide
2006/10/23,Australia,Other Accident,,AUS,AU,Other Accident
2006/09/29,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2006/09/19,Australia,Suicide,,AUS,AU,Suicide
2006/08/08,Australia,Drowning,,AUS,AU,Drowning
2006/07/02,Australia,Suicide,,AUS,AU,Suicide
2006/03/03,Australia,Drowning,Beach,AUS,AU,Drowning - Beach
2006/02/20,Australia,Maritime Accident,,AUS,AU,Maritime Accident
2006/01/13,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2005/10/30,Australia,Other Accident,,AUS,AU,Other Accident
2005/09/11,Australia,Suicide,,AUS,AU,Suicide
2005/07/05,Australia,Suicide,,AUS,AU,Suicide
2005/06/27,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2005/06/27,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2005/06/27,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2005/06/21,Australia,Other Accident,,AUS,AU,Other Accident
2005/04/12,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2005/04/10,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2005/03/16,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2005/02/15,Australia,Suicide,,AUS,AU,Suicide
2004/12/10,Australia,Suicide,,AUS,AU,Suicide
2004/12/03,Australia,Drug-Related,,AUS,AU,Drug-Related
2004/12/01,Australia,Vehicle Accident,,AUS,AU,Vehicle Accident
2004/11/24,Australia,Drowning,,AUS,AU,Drowning
2004/11/14,Australia,Other Accident,,AUS,AU,Other Accident
2004/11/12,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2004/11/01,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2004/09/25,Australia,Suicide,,AUS,AU,Suicide
2004/09/11,Australia,Drowning,,AUS,AU,Drowning
2004/09/02,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2004/06/28,Australia,Suicide,,AUS,AU,Suicide
2004/06/16,Australia,Vehicle Accident,Motorcycle,AUS,AU,Vehicle Accident - Motorcycle
2004/06/16,Australia,Drowning,,AUS,AU,Drowning
2004/06/13,Australia,Homicide,,AUS,AU,Homicide
2004/05/08,Australia,Other Accident,,AUS,AU,Other Accident
2004/03/05,Australia,Drug-Related,,AUS,AU,Drug-Related
2004/02/14,Australia,Vehicle Accident,Motorcycle,AUS,AU,Vehicle Accident - Motorcycle
2004/02/07,Australia,Suicide,,AUS,AU,Suicide
2004/01/20,Australia,Suicide,,AUS,AU,Suicide
2004/01/17,Australia,Suicide,,AUS,AU,Suicide
2004/01/13,Australia,Suicide,,AUS,AU,Suicide
2003/12/27,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2003/12/11,Australia,Drug-Related,,AUS,AU,Drug-Related
2003/11/07,Australia,Vehicle Accident,Motorcycle,AUS,AU,Vehicle Accident - Motorcycle
2003/11/07,Australia,Vehicle Accident,Motorcycle,AUS,AU,Vehicle Accident - Motorcycle
2003/11/03,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2003/11/03,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2003/10/22,Australia,Drowning,Ocean,AUS,AU,Drowning - Ocean
2003/10/17,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2003/10/12,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2003/09/27,Australia,Suicide,,AUS,AU,Suicide
2003/08/13,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2003/07/26,Australia,Drowning,,AUS,AU,Drowning
2003/07/25,Australia,Drug-Related,,AUS,AU,Drug-Related
2003/07/17,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2003/06/15,Australia,Drowning,,AUS,AU,Drowning
2003/06/12,Australia,Drowning,,AUS,AU,Drowning
2003/05/31,Australia,Drowning,,AUS,AU,Drowning
2003/05/10,Australia,Drug-Related,,AUS,AU,Drug-Related
2003/03/21,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2003/01/01,Australia,Vehicle Accident,Auto,AUS,AU,Vehicle Accident - Auto
2002/12/09,Australia,Drowning,Beach,AUS,AU,Drowning - Beach
2002/11/12,Australia,Vehicle Accident,Motorcycle,AUS,AU,Vehicle Accident - Motorcycle
2002/11/05,Australia,Drowning,,AUS,AU,Drowning
2002/10/08,Australia,Drowning,,AUS,AU,Drowning
2012/11/09,Austria,Suicide,,AUT,AT,Suicide
2012/09/13,Austria,Drug-Related,,AUT,AT,Drug-Related
2012/06/28,Austria,Suicide,,AUT,AT,Suicide
2011/12/29,Austria,Other Accident,,AUT,AT,Other Accident
2011/02/14,Austria,Other Accident,,AUT,AT,Other Accident
2010/11/16,Austria,Other Accident,,AUT,AT,Other Accident
2010/10/08,Austria,Suicide,,AUT,AT,Suicide
2010/02/03,Austria,Other Accident,,AUT,AT,Other Accident
2009/11/26,Austria,Suicide,,AUT,AT,Suicide
2009/07/05,Austria,Suicide,,AUT,AT,Suicide
2009/05/26,Austria,Vehicle Accident,Auto,AUT,AT,Vehicle Accident - Auto
2008/12/03,Austria,Suicide,,AUT,AT,Suicide
2008/09/13,Austria,Other Accident,,AUT,AT,Other Accident
2008/06/30,Austria,Other Accident,Mountian climbing,AUT,AT,Other Accident - Mountian climbing
2008/06/11,Austria,Vehicle Accident,Auto,AUT,AT,Vehicle Accident - Auto
2008/05/19,Austria,Suicide,,AUT,AT,Suicide
2007/10/22,Austria,Other Accident,,AUT,AT,Other Accident
2006/10/18,Austria,Suicide,,AUT,AT,Suicide
2006/09/14,Austria,Other Accident,,AUT,AT,Other Accident
2006/08/12,Austria,Suicide,,AUT,AT,Suicide
2006/05/03,Austria,Other Accident,,AUT,AT,Other Accident
2006/05/03,Austria,Other Accident,,AUT,AT,Other Accident
2005/09/17,Austria,Vehicle Accident,Auto,AUT,AT,Vehicle Accident - Auto
2005/01/22,Austria,Disaster,,AUT,AT,Disaster
2004/05/28,Austria,Vehicle Accident,Auto,AUT,AT,Vehicle Accident - Auto
2003/12/16,Austria,Vehicle Accident,Auto,AUT,AT,Vehicle Accident - Auto
2003/09/24,Austria,Other Accident,,AUT,AT,Other Accident
2002/12/21,Austria,Suicide,,AUT,AT,Suicide
2002/12/08,Austria,Vehicle Accident,Auto,AUT,AT,Vehicle Accident - Auto
2002/12/05,Austria,Other Accident,,AUT,AT,Other Accident
2012/09/17,"Bahamas, The",Suicide,,BHS,BS,Suicide
2012/09/08,"Bahamas, The",Drowning,,BHS,BS,Drowning
2012/07/08,"Bahamas, The",Suicide,,BHS,BS,Suicide
2012/07/05,"Bahamas, The",Drowning,,BHS,BS,Drowning
2012/06/21,"Bahamas, The",Drowning,,BHS,BS,Drowning
2012/06/17,"Bahamas, The",Drowning,,BHS,BS,Drowning
2012/05/15,"Bahamas, The",Drowning,,BHS,BS,Drowning
2012/04/07,Turks and Caicos Islands,Drowning,,TCA,TC,Drowning
2012/03/25,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2012/03/25,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2012/03/25,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2012/03/25,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2012/03/24,Turks and Caicos Islands,Maritime Accident,,TCA,TC,Maritime Accident
2012/02/13,"Bahamas, The",Drowning,,BHS,BS,Drowning
2012/01/28,"Bahamas, The",Other Accident,,BHS,BS,Other Accident
2012/01/09,"Bahamas, The",Homicide,,BHS,BS,Homicide
2011/12/28,"Bahamas, The",Suicide,,BHS,BS,Suicide
2011/12/18,"Bahamas, The",Vehicle Accident,Auto,BHS,BS,Vehicle Accident - Auto
2011/12/07,"Bahamas, The",Drowning,,BHS,BS,Drowning
2011/11/07,"Bahamas, The",Drowning,,BHS,BS,Drowning
2011/08/17,"Bahamas, The",Drowning,,BHS,BS,Drowning
2011/06/16,"Bahamas, The",Maritime Accident,,BHS,BS,Maritime Accident
2011/06/07,"Bahamas, The",Drowning,,BHS,BS,Drowning
2011/05/06,"Bahamas, The",Maritime Accident,,BHS,BS,Maritime Accident
2011/05/01,"Bahamas, The",Drowning,,BHS,BS,Drowning
2011/04/04,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/12/29,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/12/24,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/12/14,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2010/08/16,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/07/28,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/06/10,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/05/09,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/05/05,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/04/30,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/04/24,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/04/17,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/04/03,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/03/17,"Bahamas, The",Drowning,,BHS,BS,Drowning
2010/01/26,"Bahamas, The",Vehicle Accident,Motorcycle,BHS,BS,Vehicle Accident - Motorcycle
2010/01/17,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2010/01/17,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2010/01/17,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2009/12/17,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2009/12/17,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2009/12/12,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2009/11/11,"Bahamas, The",Other Accident,,BHS,BS,Other Accident
2009/08/12,"Bahamas, The",Drowning,,BHS,BS,Drowning
2009/08/07,"Bahamas, The",Homicide,,BHS,BS,Homicide
2009/06/10,"Bahamas, The",Drowning,,BHS,BS,Drowning
2009/06/07,"Bahamas, The",Drowning,,BHS,BS,Drowning
2009/06/07,"Bahamas, The",Drowning,,BHS,BS,Drowning
2009/06/03,"Bahamas, The",Drowning,,BHS,BS,Drowning
2009/05/20,"Bahamas, The",Drowning,,BHS,BS,Drowning
2009/04/10,"Bahamas, The",Vehicle Accident,Other,BHS,BS,Vehicle Accident - Other
2008/12/27,"Bahamas, The",Vehicle Accident,Auto,BHS,BS,Vehicle Accident - Auto
2008/10/27,"Bahamas, The",Drowning,,BHS,BS,Drowning
2008/08/08,"Bahamas, The",Drowning,,BHS,BS,Drowning
2008/07/28,"Bahamas, The",Drowning,,BHS,BS,Drowning
2008/06/27,"Bahamas, The",Suicide,,BHS,BS,Suicide
2008/03/24,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2008/03/24,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2008/02/18,"Bahamas, The",Vehicle Accident,Motorcycle,BHS,BS,Vehicle Accident - Motorcycle
2008/01/14,"Bahamas, The",Drowning,,BHS,BS,Drowning
2007/11/20,"Bahamas, The",Drowning,Ocean,BHS,BS,Drowning - Ocean
2007/11/04,"Bahamas, The",Vehicle Accident,Auto,BHS,BS,Vehicle Accident - Auto
2007/11/04,"Bahamas, The",Vehicle Accident,Motorcycle,BHS,BS,Vehicle Accident - Motorcycle
2007/11/03,"Bahamas, The",Vehicle Accident,Auto,BHS,BS,Vehicle Accident - Auto
2007/08/19,"Bahamas, The",Other Accident,,BHS,BS,Other Accident
2007/07/22,"Bahamas, The",Drowning,,BHS,BS,Drowning
2007/07/15,"Bahamas, The",Other Accident,,BHS,BS,Other Accident
2007/05/06,"Bahamas, The",Maritime Accident,,BHS,BS,Maritime Accident
2007/04/10,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2007/04/10,"Bahamas, The",Drowning,Ocean,BHS,BS,Drowning - Ocean
2007/04/10,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2007/03/12,"Bahamas, The",Vehicle Accident,Auto,BHS,BS,Vehicle Accident - Auto
2007/03/05,"Bahamas, The",Drowning,,BHS,BS,Drowning
2006/10/05,"Bahamas, The",Drowning,,BHS,BS,Drowning
2006/08/19,"Bahamas, The",Suicide,,BHS,BS,Suicide
2006/07/17,"Bahamas, The",Suicide,,BHS,BS,Suicide
2006/06/29,"Bahamas, The",Other Accident,,BHS,BS,Other Accident
2006/05/28,"Bahamas, The",Drowning,,BHS,BS,Drowning
2006/05/03,"Bahamas, The",Other Accident,,BHS,BS,Other Accident
2006/03/25,"Bahamas, The",Vehicle Accident,Auto,BHS,BS,Vehicle Accident - Auto
2006/03/24,"Bahamas, The",Vehicle Accident,Auto,BHS,BS,Vehicle Accident - Auto
2006/02/20,"Bahamas, The",Other Accident,,BHS,BS,Other Accident
2005/09/08,"Bahamas, The",Air Accident,,BHS,BS,Air Accident
2005/08/23,"Bahamas, The",Homicide,,BHS,BS,Homicide
2005/08/18,"Bahamas, The",Vehicle Accident,Auto,BHS,BS,Vehicle Accident - Auto
2005/07/11,"Bahamas, The",Vehicle Accident,Pedestrian,BHS,BS,Vehicle Accident - Pedestrian
2005/07/05,"Bahamas, The",Drowning,,BHS,BS,Drowning
2005/06/22,"Bahamas, The",Drowning,,BHS,BS,Drowning
2005/06/09,"Bahamas, The",Drowning,,BHS,BS,Drowning
